eventdate,timestamp_local,actividad,http_4xx,http_5xx,sum_downloadTime,avg_downloadTime,is_anomaly,anomaly_type
2025-01-01,2025-01-01 15:45:00,706,6,0,180549,255.74,0,
2025-01-01,2025-01-01 15:50:00,724,11,0,186329,257.36,0,
2025-01-01,2025-01-01 15:55:00,866,8,0,170438,196.81,0,
2025-01-01,2025-01-01 16:00:00,760,9,0,189003,248.69,0,
2025-01-01,2025-01-01 16:05:00,626,3,0,147790,236.09,0,
2025-01-01,2025-01-01 16:10:00,856,7,0,211547,247.13,0,
2025-01-01,2025-01-01 16:15:00,792,3,0,210180,265.38,0,
2025-01-01,2025-01-01 16:20:00,648,7,0,162573,250.88,0,
2025-01-01,2025-01-01 16:25:00,627,5,0,166618,265.74,0,
2025-01-01,2025-01-01 16:30:00,734,3,0,227201,309.54,0,
2025-01-01,2025-01-01 16:35:00,706,8,0,145184,205.64,0,
2025-01-01,2025-01-01 16:40:00,714,8,0,136691,191.44,0,
2025-01-01,2025-01-01 16:45:00,773,12,0,220917,285.79,0,
2025-01-01,2025-01-01 16:50:00,743,8,0,174662,235.08,0,
2025-01-01,2025-01-01 16:55:00,628,3,0,162998,259.55,0,
2025-01-01,2025-01-01 17:00:00,748,7,0,165281,220.96,0,
2025-01-01,2025-01-01 17:05:00,755,2,0,264007,349.68,0,
2025-01-01,2025-01-01 17:10:00,860,13,0,221132,257.13,0,
2025-01-01,2025-01-01 17:15:00,655,8,0,145324,221.87,0,
2025-01-01,2025-01-01 17:20:00,826,11,0,178174,215.71,0,
2025-01-01,2025-01-01 17:25:00,624,4,0,176280,282.5,0,
2025-01-01,2025-01-01 17:30:00,557,4,0,155245,278.72,0,
2025-01-01,2025-01-01 17:35:00,736,9,0,236043,320.71,0,
2025-01-01,2025-01-01 17:40:00,563,6,0,829867,1474.01,1,latencia_alta
2025-01-01,2025-01-01 17:45:00,697,10,0,126646,181.7,0,
2025-01-01,2025-01-01 17:50:00,568,2,0,112450,197.98,0,
2025-01-01,2025-01-01 17:55:00,677,7,0,128131,189.26,0,
2025-01-01,2025-01-01 18:00:00,649,4,0,174070,268.21,0,
2025-01-01,2025-01-01 18:05:00,636,3,0,159319,250.5,0,
2025-01-01,2025-01-01 18:10:00,570,4,0,145855,255.89,0,
2025-01-01,2025-01-01 18:15:00,490,1,0,109246,222.95,0,
2025-01-01,2025-01-01 18:20:00,596,8,0,141125,236.79,0,
2025-01-01,2025-01-01 18:25:00,525,3,0,150181,286.06,0,
2025-01-01,2025-01-01 18:30:00,530,6,0,88783,167.52,0,
2025-01-01,2025-01-01 18:35:00,584,7,0,182422,312.37,0,
2025-01-01,2025-01-01 18:40:00,383,8,0,104718,273.42,0,
2025-01-01,2025-01-01 18:45:00,490,9,0,122951,250.92,0,
2025-01-01,2025-01-01 18:50:00,524,7,0,109627,209.21,0,
2025-01-01,2025-01-01 18:55:00,513,7,0,153580,299.38,0,
2025-01-01,2025-01-01 19:00:00,409,2,0,112920,276.09,0,
2025-01-01,2025-01-01 19:05:00,506,4,0,118353,233.9,0,
2025-01-01,2025-01-01 19:10:00,435,2,0,94011,216.12,0,
2025-01-01,2025-01-01 19:15:00,576,5,0,120305,208.86,0,
2025-01-01,2025-01-01 19:20:00,478,5,0,116442,243.6,0,
2025-01-01,2025-01-01 19:25:00,449,4,0,119140,265.35,0,
2025-01-01,2025-01-01 19:30:00,427,0,0,106257,248.85,0,
2025-01-01,2025-01-01 19:35:00,304,6,0,64291,211.48,0,
2025-01-01,2025-01-01 19:40:00,388,2,0,63505,163.67,0,
2025-01-01,2025-01-01 19:45:00,354,4,0,99765,281.82,0,
2025-01-01,2025-01-01 19:50:00,279,2,0,61008,218.67,0,
2025-01-01,2025-01-01 19:55:00,10,2,0,2335,233.5,1,drop_actividad
2025-01-01,2025-01-01 20:00:00,317,1,0,75928,239.52,0,
2025-01-01,2025-01-01 20:05:00,290,5,0,59217,204.2,0,
2025-01-01,2025-01-01 20:10:00,269,1,0,54496,202.59,0,
2025-01-01,2025-01-01 20:15:00,266,1,0,75649,284.39,0,
2025-01-01,2025-01-01 20:20:00,245,3,0,53196,217.13,0,
2025-01-01,2025-01-01 20:25:00,321,6,0,76984,239.83,0,
2025-01-01,2025-01-01 20:30:00,219,1,0,51817,236.61,0,
2025-01-01,2025-01-01 20:35:00,206,1,0,41846,203.14,0,
2025-01-01,2025-01-01 20:40:00,195,2,0,38714,198.53,0,
2025-01-01,2025-01-01 20:45:00,232,1,0,58022,250.09,0,
2025-01-01,2025-01-01 20:50:00,175,0,0,32734,187.05,0,
2025-01-01,2025-01-01 20:55:00,211,2,0,56122,265.98,0,
2025-01-01,2025-01-01 21:00:00,168,3,0,32535,193.66,0,
2025-01-01,2025-01-01 21:05:00,203,0,0,45066,222.0,0,
2025-01-01,2025-01-01 21:10:00,172,0,0,42466,246.9,0,
2025-01-01,2025-01-01 21:15:00,169,1,0,30756,181.99,0,
2025-01-01,2025-01-01 21:20:00,169,0,0,36062,213.38,0,
2025-01-01,2025-01-01 21:25:00,166,1,0,35948,216.55,0,
2025-01-01,2025-01-01 21:30:00,145,0,0,31589,217.86,0,
2025-01-01,2025-01-01 21:35:00,163,1,0,46147,283.11,0,
2025-01-01,2025-01-01 21:40:00,175,0,0,38800,221.71,0,
2025-01-01,2025-01-01 21:45:00,194,1,0,33671,173.56,0,
2025-01-01,2025-01-01 21:50:00,139,2,0,34642,249.22,0,
2025-01-01,2025-01-01 21:55:00,115,0,0,29984,260.73,0,
2025-01-01,2025-01-01 22:00:00,117,1,0,26434,225.93,0,
2025-01-01,2025-01-01 22:05:00,105,0,0,23222,221.16,0,
2025-01-01,2025-01-01 22:10:00,85,0,0,23521,276.72,0,
2025-01-01,2025-01-01 22:15:00,96,0,0,17679,184.16,0,
2025-01-01,2025-01-01 22:20:00,104,0,0,21247,204.3,0,
2025-01-01,2025-01-01 22:25:00,97,1,0,23154,238.7,0,
2025-01-01,2025-01-01 22:30:00,75,2,0,15921,212.28,0,
2025-01-01,2025-01-01 22:35:00,93,0,0,19814,213.05,0,
2025-01-01,2025-01-01 22:40:00,103,1,0,19585,190.15,0,
2025-01-01,2025-01-01 22:45:00,59,1,0,14851,251.71,0,
2025-01-01,2025-01-01 22:50:00,79,1,0,18004,227.9,0,
2025-01-01,2025-01-01 22:55:00,71,1,0,17769,250.27,0,
2025-01-01,2025-01-01 23:00:00,83,0,0,17632,212.43,0,
2025-01-01,2025-01-01 23:05:00,68,0,0,14638,215.26,0,
2025-01-01,2025-01-01 23:10:00,72,1,0,15077,209.4,0,
2025-01-01,2025-01-01 23:15:00,53,1,0,12084,228.0,0,
2025-01-01,2025-01-01 23:20:00,84,1,0,18364,218.62,0,
2025-01-01,2025-01-01 23:25:00,59,2,0,17386,294.68,0,
2025-01-01,2025-01-01 23:30:00,55,1,0,11508,209.24,0,
2025-01-01,2025-01-01 23:35:00,77,0,0,14025,182.14,0,
2025-01-01,2025-01-01 23:40:00,66,3,0,16290,246.82,0,
2025-01-01,2025-01-01 23:45:00,53,0,0,14533,274.21,0,
2025-01-01,2025-01-01 23:50:00,58,3,0,13697,236.16,0,
2025-01-01,2025-01-01 23:55:00,58,1,0,12943,223.16,0,
2025-01-02,2025-01-02 00:00:00,66,0,0,17499,265.14,0,
2025-01-02,2025-01-02 00:05:00,40,0,0,8392,209.8,0,
2025-01-02,2025-01-02 00:10:00,61,1,0,13334,218.59,0,
2025-01-02,2025-01-02 00:15:00,33,0,0,7488,226.91,0,
2025-01-02,2025-01-02 00:20:00,61,1,0,12962,212.49,0,
2025-01-02,2025-01-02 00:25:00,50,1,0,13337,266.74,0,
2025-01-02,2025-01-02 00:30:00,35,1,0,7959,227.4,0,
2025-01-02,2025-01-02 00:35:00,46,0,0,8523,185.28,0,
2025-01-02,2025-01-02 00:40:00,41,0,0,8843,215.68,0,
2025-01-02,2025-01-02 00:45:00,198,2,0,46857,236.65,1,spike_actividad
2025-01-02,2025-01-02 00:50:00,61,0,0,14037,230.11,0,
2025-01-02,2025-01-02 00:55:00,39,0,0,8838,226.62,0,
2025-01-02,2025-01-02 01:00:00,53,0,0,8631,162.85,0,
2025-01-02,2025-01-02 01:05:00,41,1,0,9276,226.24,0,
2025-01-02,2025-01-02 01:10:00,67,0,0,18369,274.16,0,
2025-01-02,2025-01-02 01:15:00,44,1,0,8309,188.84,0,
2025-01-02,2025-01-02 01:20:00,32,0,0,7240,226.25,0,
2025-01-02,2025-01-02 01:25:00,48,1,0,7874,164.04,0,
2025-01-02,2025-01-02 01:30:00,48,0,0,10727,223.48,0,
2025-01-02,2025-01-02 01:35:00,50,0,0,13016,260.32,0,
2025-01-02,2025-01-02 01:40:00,59,1,0,15802,267.83,0,
2025-01-02,2025-01-02 01:45:00,76,2,0,13289,174.86,0,
2025-01-02,2025-01-02 01:50:00,61,1,0,11076,181.57,0,
2025-01-02,2025-01-02 01:55:00,66,1,0,13630,206.52,0,
2025-01-02,2025-01-02 02:00:00,68,1,0,19972,293.71,0,
2025-01-02,2025-01-02 02:05:00,42,1,0,10190,242.62,0,
2025-01-02,2025-01-02 02:10:00,41,0,0,12611,307.59,0,
2025-01-02,2025-01-02 02:15:00,52,1,0,15501,298.1,0,
2025-01-02,2025-01-02 02:20:00,35,0,0,8634,246.69,0,
2025-01-02,2025-01-02 02:25:00,79,0,0,17801,225.33,0,
2025-01-02,2025-01-02 02:30:00,49,0,0,12179,248.55,0,
2025-01-02,2025-01-02 02:35:00,55,0,0,14601,265.47,0,
2025-01-02,2025-01-02 02:40:00,59,1,0,13283,225.14,0,
2025-01-02,2025-01-02 02:45:00,84,0,0,20546,244.6,0,
2025-01-02,2025-01-02 02:50:00,46,0,0,8746,190.13,0,
2025-01-02,2025-01-02 02:55:00,65,0,0,20608,317.05,0,
2025-01-02,2025-01-02 03:00:00,85,1,0,18091,212.84,0,
2025-01-02,2025-01-02 03:05:00,89,2,0,22039,247.63,0,
2025-01-02,2025-01-02 03:10:00,70,2,0,15127,216.1,0,
2025-01-02,2025-01-02 03:15:00,87,4,0,23635,271.67,0,
2025-01-02,2025-01-02 03:20:00,98,1,0,24613,251.15,0,
2025-01-02,2025-01-02 03:25:00,74,0,0,20048,270.92,0,
2025-01-02,2025-01-02 03:30:00,86,0,0,19390,225.47,0,
2025-01-02,2025-01-02 03:35:00,85,2,0,20366,239.6,0,
2025-01-02,2025-01-02 03:40:00,86,2,0,16313,189.69,0,
2025-01-02,2025-01-02 03:45:00,88,4,0,22416,254.73,0,
2025-01-02,2025-01-02 03:50:00,93,0,0,24257,260.83,0,
2025-01-02,2025-01-02 03:55:00,73,1,0,23047,315.71,0,
2025-01-02,2025-01-02 04:00:00,117,1,0,26502,226.51,0,
2025-01-02,2025-01-02 04:05:00,123,3,0,24479,199.02,0,
2025-01-02,2025-01-02 04:10:00,117,1,0,29594,252.94,0,
2025-01-02,2025-01-02 04:15:00,117,1,0,26317,224.93,0,
2025-01-02,2025-01-02 04:20:00,132,2,0,31011,234.93,0,
2025-01-02,2025-01-02 04:25:00,151,0,0,48178,319.06,0,
2025-01-02,2025-01-02 04:30:00,105,1,0,21520,204.95,0,
2025-01-02,2025-01-02 04:35:00,140,4,0,37692,269.23,0,
2025-01-02,2025-01-02 04:40:00,134,2,0,30126,224.82,0,
2025-01-02,2025-01-02 04:45:00,143,2,0,38347,268.16,0,
2025-01-02,2025-01-02 04:50:00,155,1,0,33704,217.45,0,
2025-01-02,2025-01-02 04:55:00,172,0,0,44444,258.4,0,
2025-01-02,2025-01-02 05:00:00,155,0,0,39654,255.83,0,
2025-01-02,2025-01-02 05:05:00,157,1,0,31033,197.66,0,
2025-01-02,2025-01-02 05:10:00,182,2,25,35403,194.52,1,burst_5xx
2025-01-02,2025-01-02 05:15:00,186,1,0,53693,288.67,0,
2025-01-02,2025-01-02 05:20:00,155,1,0,38180,246.32,0,
2025-01-02,2025-01-02 05:25:00,274,4,0,56349,205.65,0,
2025-01-02,2025-01-02 05:30:00,222,3,0,50511,227.53,0,
2025-01-02,2025-01-02 05:35:00,253,6,0,62691,247.79,0,
2025-01-02,2025-01-02 05:40:00,280,4,0,68899,246.07,0,
2025-01-02,2025-01-02 05:45:00,221,6,0,44602,201.82,0,
2025-01-02,2025-01-02 05:50:00,265,5,0,50686,191.27,0,
2025-01-02,2025-01-02 05:55:00,335,3,0,84522,252.3,0,
2025-01-02,2025-01-02 06:00:00,354,0,0,94798,267.79,0,
2025-01-02,2025-01-02 06:05:00,271,0,0,60000,221.4,0,
2025-01-02,2025-01-02 06:10:00,323,6,0,65211,201.89,0,
2025-01-02,2025-01-02 06:15:00,272,0,0,82950,304.96,0,
2025-01-02,2025-01-02 06:20:00,299,5,0,74845,250.32,0,
2025-01-02,2025-01-02 06:25:00,298,2,0,74089,248.62,0,
2025-01-02,2025-01-02 06:30:00,328,3,0,72973,222.48,0,
2025-01-02,2025-01-02 06:35:00,368,4,0,87920,238.91,0,
2025-01-02,2025-01-02 06:40:00,428,6,0,128703,300.71,0,
2025-01-02,2025-01-02 06:45:00,439,0,0,63183,143.92,0,
2025-01-02,2025-01-02 06:50:00,400,5,0,100959,252.4,0,
2025-01-02,2025-01-02 06:55:00,497,7,0,103834,208.92,0,
2025-01-02,2025-01-02 07:00:00,399,3,0,91980,230.53,0,
2025-01-02,2025-01-02 07:05:00,403,5,0,143446,355.95,0,
2025-01-02,2025-01-02 07:10:00,356,10,0,84554,237.51,0,
2025-01-02,2025-01-02 07:15:00,465,7,0,117275,252.2,0,
2025-01-02,2025-01-02 07:20:00,594,9,0,146421,246.5,0,
2025-01-02,2025-01-02 07:25:00,454,7,0,123754,272.59,0,
2025-01-02,2025-01-02 07:30:00,542,8,0,148651,274.26,0,
2025-01-02,2025-01-02 07:35:00,559,12,0,124834,223.32,0,
2025-01-02,2025-01-02 07:40:00,517,5,0,86152,166.64,0,
2025-01-02,2025-01-02 07:45:00,528,12,0,122125,231.3,0,
2025-01-02,2025-01-02 07:50:00,518,5,0,99529,192.14,0,
2025-01-02,2025-01-02 07:55:00,615,9,0,162331,263.95,0,
